month,specialty,region,total_waiting,within_18_weeks,over_52_weeks,median_wait_weeks,pct_within_18_weeks
2020-10-01,Orthopaedics,East of England,5994,4180,328,25.4,69.7
2020-10-01,Cardiology,London,6775,3790,352,48.9,55.9
2020-10-01,Cardiology,Midlands,8062,6206,2047,45.5,77.0
2020-10-01,Cardiology,North West,6904,4067,1239,19.4,58.9
2020-10-01,Cardiology,North East,7201,5692,405,13.2,79.0
2020-10-01,Cardiology,South East,4955,3568,161,50.2,72.0
2020-10-01,Cardiology,South West,4950,3995,1316,20.3,80.7
2020-10-01,Cardiology,East of England,3562,2358,154,38.2,66.2
2020-10-01,Neurology,London,2534,1871,682,43.0,73.8
2020-10-01,Neurology,Midlands,3927,2480,242,36.8,63.2
2020-10-01,Neurology,North West,7383,6039,1606,26.8,81.8
2020-10-01,Neurology,North East,2820,1754,312,27.2,62.2
2020-10-01,Neurology,South East,4228,2602,488,49.0,61.5
2020-10-01,Neurology,South West,5567,4689,916,37.8,84.2
2020-10-01,Neurology,East of England,3060,1926,64,20.4,62.9
2020-10-01,Ophthalmology,London,5733,3290,164,25.5,57.4
2020-10-01,Ophthalmology,Midlands,5835,4190,1346,14.7,71.8
2020-10-01,Ophthalmology,North West,6042,3658,603,40.0,60.5
2020-10-01,Ophthalmology,North East,8287,5767,1108,41.9,69.6
2020-10-01,Ophthalmology,South East,5839,3499,255,36.9,59.9
2020-10-01,Ophthalmology,South West,2203,1772,282,20.9,80.4
2020-10-01,Ophthalmology,East of England,1873,1056,459,29.1,56.4
2020-10-01,General Surgery,London,2725,1998,314,28.6,73.3
2020-10-01,General Surgery,Midlands,1580,1388,207,45.7,87.8
2020-10-01,General Surgery,North West,5306,3012,146,40.3,56.8
2020-10-01,General Surgery,North East,7660,4417,275,11.3,57.7
2020-10-01,General Surgery,South East,4442,3278,513,29.1,73.8
2020-10-01,General Surgery,South West,4453,4048,1137,41.8,90.9
2020-10-01,General Surgery,East of England,2451,1505,104,36.9,61.4
2020-10-01,Urology,London,7601,4373,949,14.1,57.5
2020-10-01,Urology,Midlands,7363,6498,1584,19.8,88.3
2020-10-01,Urology,North West,5716,3951,399,15.6,69.1
2020-10-01,Urology,North East,4343,2499,1128,29.7,57.5
2020-10-01,Urology,South East,2104,1408,104,29.6,66.9
2020-10-01,Urology,South West,2824,2182,465,40.4,77.3
2020-10-01,Urology,East of England,3799,2956,218,12.5,77.8
2020-10-01,Gynaecology,London,5616,5017,418,25.5,89.3
2020-10-01,Gynaecology,Midlands,8094,7276,636,15.6,89.9
2020-10-01,Gynaecology,North West,7486,5491,158,50.1,73.4
2020-10-01,Gynaecology,North East,4260,2842,1020,21.0,66.7
2020-10-01,Gynaecology,South East,6822,4388,1420,29.0,64.3
2020-10-01,Gynaecology,South West,1981,1623,423,36.8,81.9
2020-10-01,Gynaecology,East of England,2514,2083,215,32.2,82.9
2020-10-01,ENT,London,7806,4605,1488,14.4,59.0
2020-10-01,ENT,Midlands,8060,5889,451,24.4,73.1
2020-10-01,ENT,North West,5625,4222,938,30.9,75.1
2020-10-01,ENT,North East,2703,1592,151,14.5,58.9
2020-10-01,ENT,South East,3787,3149,220,29.1,83.2
2020-10-01,ENT,South West,8148,6928,1669,45.7,85.0
2020-10-01,ENT,East of England,4779,4043,331,32.8,84.6
2020-10-01,Gastroenterology,London,8580,7306,1484,38.0,85.2
2020-10-01,Gastroenterology,Midlands,5326,4473,839,11.0,84.0
2020-10-01,Gastroenterology,North West,6208,5343,1414,11.2,86.1
2020-10-01,Gastroenterology,North East,7720,6413,1458,40.7,83.1
2020-10-01,Gastroenterology,South East,8451,6217,417,26.1,73.6
2020-10-01,Gastroenterology,South West,3317,2782,241,16.3,83.9
2020-10-01,Gastroenterology,East of England,5081,3129,128,17.4,61.6
2020-10-01,Dermatology,London,3384,2346,404,45.4,69.3
2020-10-01,Dermatology,Midlands,7365,5801,252,33.8,78.8
2020-10-01,Dermatology,North West,6744,3840,948,34.5,56.9
2020-10-01,Dermatology,North East,7306,6248,1048,13.9,85.5
2020-10-01,Dermatology,South East,2633,1773,568,38.8,67.3
2020-10-01,Dermatology,South West,6793,5810,1012,25.6,85.5
2020-10-01,Dermatology,East of England,3610,2300,402,13.3,63.7
2020-11-01,Orthopaedics,London,2295,1886,618,47.8,82.2
2020-11-01,Orthopaedics,Midlands,4744,2913,847,30.4,61.4
2020-11-01,Orthopaedics,North West,5058,4065,1354,40.4,80.4
2020-11-01,Orthopaedics,North East,7687,4805,1233,49.6,62.5
2020-11-01,Orthopaedics,South East,8092,6204,1341,38.4,76.7
2020-11-01,Orthopaedics,South West,4860,4080,156,44.6,84.0
2020-11-01,Orthopaedics,East of England,5045,4273,673,29.9,84.7
2020-11-01,Cardiology,London,4365,2530,879,30.5,58.0
2020-11-01,Cardiology,Midlands,6550,5370,1381,17.1,82.0
2020-11-01,Cardiology,North West,4354,3453,1127,13.5,79.3
2020-11-01,Cardiology,North East,3015,1707,81,21.7,56.6
2020-11-01,Cardiology,South East,4993,4420,403,21.6,88.5
2020-11-01,Cardiology,South West,7295,5169,1684,21.4,70.9
2020-11-01,Cardiology,East of England,2952,2156,78,13.3,73.0
2020-11-01,Neurology,London,5574,4224,586,23.3,75.8
2020-11-01,Neurology,Midlands,7093,6262,166,37.1,88.3
2020-11-01,Neurology,North West,3547,2118,852,26.4,59.7
2020-11-01,Neurology,North East,8166,5756,682,39.7,70.5
2020-11-01,Neurology,South East,5689,5190,310,39.5,91.2
2020-11-01,Neurology,South West,5673,4093,1491,34.9,72.1
2020-11-01,Neurology,East of England,2203,1229,439,27.4,55.8
2020-11-01,Ophthalmology,London,2514,1904,376,15.3,75.7
2020-11-01,Ophthalmology,Midlands,5202,2991,1021,32.3,57.5
2020-11-01,Ophthalmology,North West,4170,3000,584,17.4,71.9
2020-11-01,Ophthalmology,North East,4206,3346,304,14.7,79.6
2020-11-01,Ophthalmology,South East,7227,5075,1315,32.4,70.2
2020-11-01,Ophthalmology,South West,2057,1730,95,24.9,84.1
2020-11-01,Ophthalmology,East of England,2538,1444,548,18.8,56.9
2020-11-01,General Surgery,London,5623,3435,569,40.8,61.1
2020-11-01,General Surgery,Midlands,6463,5653,1548,45.3,87.5
2020-11-01,General Surgery,North West,6926,5244,1434,32.9,75.7
2020-11-01,General Surgery,North East,5243,3010,707,46.8,57.4
2020-11-01,General Surgery,South East,4278,3140,190,36.8,73.4
2020-11-01,General Surgery,South West,5806,4010,1239,49.0,69.1
2020-11-01,General Surgery,East of England,6031,3733,251,24.9,61.9
2020-11-01,Urology,London,5419,3534,524,36.2,65.2
2020-11-01,Urology,Midlands,5553,4149,320,38.4,74.7
2020-11-01,Urology,North West,7450,4555,1285,25.2,61.1
2020-11-01,Urology,North East,1947,1270,517,16.4,65.2
2020-11-01,Urology,South East,7200,4048,789,39.8,56.2
2020-11-01,Urology,South West,2676,1622,345,35.2,60.6
2020-11-01,Urology,East of England,4645,4027,221,40.1,86.7
2020-11-01,Gynaecology,London,8564,7774,1055,49.8,90.8
2020-11-01,Gynaecology,Midlands,7927,6486,787,50.3,81.8
2020-11-01,Gynaecology,North West,4192,2968,246,11.3,70.8
2020-11-01,Gynaecology,North East,4248,2482,107,43.4,58.4
2020-11-01,Gynaecology,South East,6964,5715,454,44.8,82.1
2020-11-01,Gynaecology,South West,3951,3515,181,40.9,89.0
2020-11-01,Gynaecology,East of England,6822,5397,662,20.9,79.1
2020-11-01,ENT,London,3517,3079,528,20.5,87.5
2020-11-01,ENT,Midlands,8335,4853,1660,27.4,58.2
2020-11-01,ENT,North West,6107,4145,802,40.5,67.9
2020-11-01,ENT,North East,5626,4386,600,44.1,78.0
2020-11-01,ENT,South East,4453,3839,365,12.0,86.2
2020-11-01,ENT,South West,6732,5386,672,38.0,80.0
2020-11-01,ENT,East of England,1719,1379,103,36.7,80.2
2020-11-01,Gastroenterology,London,8334,5444,1500,38.3,65.3
2020-11-01,Gastroenterology,Midlands,3844,2546,701,48.0,66.2
2020-11-01,Gastroenterology,North West,2266,1441,501,13.1,63.6
2020-11-01,Gastroenterology,North East,5502,4350,1311,10.8,79.1
2020-11-01,Gastroenterology,South East,4078,2410,532,29.0,59.1
2020-11-01,Gastroenterology,South West,6226,4303,314,27.1,69.1
2020-11-01,Gastroenterology,East of England,8490,6174,191,27.5,72.7
2020-11-01,Dermatology,London,4590,2740,901,49.3,59.7
2020-11-01,Dermatology,Midlands,6742,5588,1488,11.5,82.9
2020-11-01,Dermatology,North West,8260,6763,783,43.6,81.9
2020-11-01,Dermatology,North East,4195,3293,551,19.5,78.5
2020-11-01,Dermatology,South East,4068,3051,172,20.4,75.0
2020-11-01,Dermatology,South West,5700,4331,510,43.5,76.0
2020-11-01,Dermatology,East of England,4611,2922,931,34.5,63.4
2020-12-01,Orthopaedics,London,1560,1364,372,23.9,87.4
2020-12-01,Orthopaedics,Midlands,8654,7926,1521,31.8,91.6
2020-12-01,Orthopaedics,North West,3393,2863,90,33.9,84.4
2020-12-01,Orthopaedics,North East,4293,3271,790,20.8,76.2
2020-12-01,Orthopaedics,South East,8532,6583,400,14.5,77.2
2020-12-01,Orthopaedics,South West,7768,4366,1840,13.4,56.2
2020-12-01,Orthopaedics,East of England,5988,4560,888,27.8,76.2
2020-12-01,Cardiology,London,5722,5075,772,16.2,88.7
2020-12-01,Cardiology,Midlands,5171,3159,315,48.3,61.1
2020-12-01,Cardiology,North West,4271,3284,833,20.2,76.9
2020-12-01,Cardiology,North East,4100,2454,315,42.0,59.9
2020-12-01,Cardiology,South East,2480,1962,638,34.6,79.1
2020-12-01,Cardiology,South West,6836,6248,586,26.9,91.4
2020-12-01,Cardiology,East of England,5509,3548,601,29.5,64.4
2020-12-01,Neurology,London,2752,2437,215,29.4,88.6
2020-12-01,Neurology,Midlands,5292,3836,925,29.4,72.5
2020-12-01,Neurology,North West,4059,2653,284,31.3,65.4
2020-12-01,Neurology,North East,5212,2881,381,12.3,55.3
2020-12-01,Neurology,South East,2052,1461,149,26.5,71.2
2020-12-01,Neurology,South West,5812,3794,1300,22.1,65.3
2020-12-01,Neurology,East of England,2979,2224,714,33.6,74.7
2020-12-01,Ophthalmology,London,4170,3825,213,21.7,91.7
2020-12-01,Ophthalmology,Midlands,8812,6117,1779,45.7,69.4
2020-12-01,Ophthalmology,North West,6847,5574,1172,23.1,81.4
2020-12-01,Ophthalmology,North East,7509,6125,1940,39.4,81.6
2020-12-01,Ophthalmology,South East,1751,996,145,13.2,56.9
2020-12-01,Ophthalmology,South West,4815,3871,225,26.0,80.4
2020-12-01,Ophthalmology,East of England,6274,4988,258,34.4,79.5
2020-12-01,General Surgery,London,3123,2585,112,14.0,82.8
2020-12-01,General Surgery,Midlands,6303,5215,768,36.4,82.7
2020-12-01,General Surgery,North West,1801,1231,301,11.2,68.4
2020-12-01,General Surgery,North East,7180,4256,408,17.6,59.3
2020-12-01,General Surgery,South East,5941,3532,1458,13.4,59.5
2020-12-01,General Surgery,South West,7597,4577,159,27.5,60.2
2020-12-01,General Surgery,East of England,5878,4209,230,26.6,71.6
2020-12-01,Urology,London,3664,3110,265,29.3,84.9
2020-12-01,Urology,Midlands,4015,3177,927,38.2,79.1
2020-12-01,Urology,North West,6224,3601,962,44.9,57.9
2020-12-01,Urology,North East,7306,4629,838,28.6,63.4
2020-12-01,Urology,South East,7277,6470,921,23.4,88.9
2020-12-01,Urology,South West,5113,3512,127,26.4,68.7
2020-12-01,Urology,East of England,4937,3399,296,27.8,68.8
2020-12-01,Gynaecology,London,7320,4147,1537,48.3,56.7
2020-12-01,Gynaecology,Midlands,7331,5783,1308,24.3,78.9
2020-12-01,Gynaecology,North West,7822,5487,754,37.6,70.1
2020-12-01,Gynaecology,North East,3112,2680,511,33.0,86.1
2020-12-01,Gynaecology,South East,3337,2685,178,30.0,80.5
2020-12-01,Gynaecology,South West,3958,3608,601,16.2,91.2
2020-12-01,Gynaecology,East of England,3560,2233,894,27.2,62.7
2020-12-01,ENT,London,7981,4458,1664,29.0,55.9
2020-12-01,ENT,Midlands,8656,7643,409,48.7,88.3
2020-12-01,ENT,North West,7124,5088,1914,32.4,71.4
2020-12-01,ENT,North East,2872,1886,747,26.2,65.7
2020-12-01,ENT,South East,5320,4836,1132,49.6,90.9
2020-12-01,ENT,South West,5673,4237,342,20.6,74.7
2020-12-01,ENT,East of England,5742,4093,540,21.1,71.3
2020-12-01,Gastroenterology,London,2052,1388,176,49.1,67.6
2020-12-01,Gastroenterology,Midlands,2084,1566,124,33.9,75.1
2020-12-01,Gastroenterology,North West,3481,2966,244,41.8,85.2
2020-12-01,Gastroenterology,North East,7146,6257,1251,33.3,87.6
2020-12-01,Gastroenterology,South East,6541,4084,769,12.4,62.4
2020-12-01,Gastroenterology,South West,2620,2130,645,16.0,81.3
2020-12-01,Gastroenterology,East of England,7131,6321,1426,31.9,88.6
2020-12-01,Dermatology,London,7219,4071,1486,32.6,56.4
2020-12-01,Dermatology,Midlands,3196,2562,433,12.2,80.2
2020-12-01,Dermatology,North West,3027,2183,802,29.9,72.1
2020-12-01,Dermatology,North East,4338,2712,910,26.1,62.5
2020-12-01,Dermatology,South East,6494,4442,1304,46.2,68.4
2020-12-01,Dermatology,South West,8283,5804,1876,41.1,70.1
2020-12-01,Dermatology,East of England,6514,5526,899,50.2,84.8
2021-01-01,Orthopaedics,London,4793,4150,616,44.3,86.6
2021-01-01,Orthopaedics,Midlands,8523,5445,823,20.9,63.9
2021-01-01,Orthopaedics,North West,3135,2451,788,11.6,78.2
2021-01-01,Orthopaedics,North East,5988,5352,153,45.3,89.4
2021-01-01,Orthopaedics,South East,6755,4051,631,25.0,60.0
2021-01-01,Orthopaedics,South West,8193,5351,582,48.7,65.3
2021-01-01,Orthopaedics,East of England,7261,6674,1369,43.6,91.9
2021-01-01,Cardiology,London,7556,4162,220,24.3,55.1
2021-01-01,Cardiology,Midlands,4269,3517,230,40.6,82.4
2021-01-01,Cardiology,North West,5463,4335,1153,44.3,79.4
2021-01-01,Cardiology,North East,5473,3221,648,39.4,58.9
2021-01-01,Cardiology,South East,2183,1220,207,32.5,55.9
2021-01-01,Cardiology,South West,3076,2611,789,13.7,84.9
2021-01-01,Cardiology,East of England,7999,4698,1895,37.8,58.7
2021-01-01,Neurology,London,5799,4996,458,29.7,86.2
2021-01-01,Neurology,Midlands,4134,2889,382,20.0,69.9
2021-01-01,Neurology,North West,5655,3949,518,16.8,69.8
2021-01-01,Neurology,North East,3330,1858,549,44.2,55.8
2021-01-01,Neurology,South East,2224,1250,160,27.3,56.2
2021-01-01,Neurology,South West,3787,2255,916,30.7,59.5
2021-01-01,Neurology,East of England,4300,2479,817,20.4,57.7
2021-01-01,Ophthalmology,London,3259,2158,296,33.1,66.2
2021-01-01,Ophthalmology,Midlands,5592,3371,1193,21.5,60.3
2021-01-01,Ophthalmology,North West,8103,4932,1946,43.4,60.9
2021-01-01,Ophthalmology,North East,3715,2745,110,21.7,73.9
2021-01-01,Ophthalmology,South East,5653,4982,932,29.3,88.1
2021-01-01,Ophthalmology,South West,5826,3736,1192,23.3,64.1
2021-01-01,Ophthalmology,East of England,6163,3685,988,45.1,59.8
2021-01-01,General Surgery,London,2912,2069,720,25.7,71.1
2021-01-01,General Surgery,Midlands,7725,4580,221,33.2,59.3
2021-01-01,General Surgery,North West,8458,6631,1652,11.0,78.4
2021-01-01,General Surgery,North East,8852,5701,2112,18.0,64.4
2021-01-01,General Surgery,South East,7932,6596,2043,38.6,83.2
2021-01-01,General Surgery,South West,4372,2839,602,35.9,64.9
2021-01-01,General Surgery,East of England,3808,2162,414,48.7,56.8
2021-01-01,Urology,London,6096,5305,840,15.2,87.0
2021-01-01,Urology,Midlands,1846,1267,57,41.2,68.6
2021-01-01,Urology,North West,5502,4149,675,39.3,75.4
2021-01-01,Urology,North East,7266,5265,1742,19.3,72.5
2021-01-01,Urology,South East,6242,5174,168,26.4,82.9
2021-01-01,Urology,South West,2835,2242,578,23.3,79.1
2021-01-01,Urology,East of England,3130,2179,618,18.7,69.6
2021-01-01,Gynaecology,London,2079,1209,59,37.2,58.2
2021-01-01,Gynaecology,Midlands,5212,3081,771,21.4,59.1
2021-01-01,Gynaecology,North West,5220,4199,412,46.9,80.4
2021-01-01,Gynaecology,North East,8353,4653,412,27.2,55.7
2021-01-01,Gynaecology,South East,2134,1492,323,34.4,69.9
2021-01-01,Gynaecology,South West,2770,1566,327,41.0,56.5
2021-01-01,Gynaecology,East of England,7248,4703,531,16.0,64.9
2021-01-01,ENT,London,8398,6406,312,26.0,76.3
2021-01-01,ENT,Midlands,6465,3843,549,11.5,59.4
2021-01-01,ENT,North West,4183,2829,854,19.6,67.6
2021-01-01,ENT,North East,8452,5811,155,22.7,68.8
2021-01-01,ENT,South East,3189,2903,738,11.7,91.0
2021-01-01,ENT,South West,6894,5782,919,26.6,83.9
2021-01-01,ENT,East of England,2597,2292,511,47.9,88.3
2021-01-01,Gastroenterology,London,7336,6063,1007,13.1,82.6
2021-01-01,Gastroenterology,Midlands,2145,1369,325,36.6,63.8
2021-01-01,Gastroenterology,North West,7563,6853,280,25.3,90.6
2021-01-01,Gastroenterology,North East,7326,4410,1280,41.7,60.2
2021-01-01,Gastroenterology,South East,2268,1928,404,26.2,85.0
2021-01-01,Gastroenterology,South West,7709,6073,1712,48.3,78.8
2021-01-01,Gastroenterology,East of England,7151,4701,975,46.0,65.7
2021-01-01,Dermatology,London,7403,5961,1869,30.5,80.5
2021-01-01,Dermatology,Midlands,5571,3340,1445,31.8,60.0
2021-01-01,Dermatology,North West,6449,4741,1220,13.8,73.5
2021-01-01,Dermatology,North East,8001,6789,1070,32.4,84.9
2021-01-01,Dermatology,South East,4917,3538,783,45.0,72.0
2021-01-01,Dermatology,South West,6060,3802,185,44.2,62.7
2021-01-01,Dermatology,East of England,8321,7639,1255,26.3,91.8
2021-02-01,Orthopaedics,London,7853,7110,531,48.5,90.5
2021-02-01,Orthopaedics,Midlands,6377,5186,1691,33.4,81.3
2021-02-01,Orthopaedics,North West,2080,1480,348,13.7,71.2
2021-02-01,Orthopaedics,North East,3033,1682,65,43.6,55.5
2021-02-01,Orthopaedics,South East,2872,2544,734,48.8,88.6
2021-02-01,Orthopaedics,South West,1879,1695,491,26.4,90.2
2021-02-01,Orthopaedics,East of England,5776,4195,1149,20.6,72.6
2021-02-01,Cardiology,London,8040,6103,1708,30.6,75.9
2021-02-01,Cardiology,Midlands,5882,3254,635,47.5,55.3
2021-02-01,Cardiology,North West,8656,7338,256,42.8,84.8
2021-02-01,Cardiology,North East,5704,4223,1264,20.9,74.0
2021-02-01,Cardiology,South East,6724,4700,1636,10.8,69.9
2021-02-01,Cardiology,South West,6456,4240,763,47.2,65.7
2021-02-01,Cardiology,East of England,5356,3034,1123,25.5,56.6
2021-02-01,Neurology,London,3202,1868,83,13.1,58.3
2021-02-01,Neurology,Midlands,7614,5813,822,42.0,76.3
2021-02-01,Neurology,North West,1647,1141,267,27.3,69.3
2021-02-01,Neurology,North East,6854,4379,454,47.2,63.9
2021-02-01,Neurology,South East,8098,4536,1859,40.6,56.0
2021-02-01,Neurology,South West,4883,4413,270,37.7,90.4
2021-02-01,Neurology,East of England,4968,4479,817,28.1,90.2
2021-02-01,Ophthalmology,London,2628,1947,549,22.0,74.1
2021-02-01,Ophthalmology,Midlands,2698,1913,663,44.3,70.9
2021-02-01,Ophthalmology,North West,5362,4582,1297,32.4,85.5
2021-02-01,Ophthalmology,North East,7164,5507,464,23.9,76.9
2021-02-01,Ophthalmology,South East,2545,1430,453,25.2,56.2
2021-02-01,Ophthalmology,South West,1926,1686,257,14.6,87.5
2021-02-01,Ophthalmology,East of England,7477,6424,760,38.3,85.9
2021-02-01,General Surgery,London,7932,5397,1791,31.2,68.0
2021-02-01,General Surgery,Midlands,5904,4424,526,27.6,74.9
2021-02-01,General Surgery,North West,2484,1726,386,31.9,69.5
2021-02-01,General Surgery,North East,8337,4774,910,39.4,57.3
2021-02-01,General Surgery,South East,6348,4022,600,22.8,63.4
2021-02-01,General Surgery,South West,2129,1172,429,49.1,55.0
2021-02-01,General Surgery,East of England,7036,5774,1262,27.3,82.1
2021-02-01,Urology,London,7585,5882,1849,43.2,77.5
2021-02-01,Urology,Midlands,3483,2968,222,25.5,85.2
2021-02-01,Urology,North West,7650,7036,919,19.5,92.0
2021-02-01,Urology,North East,1996,1533,368,13.9,76.8
2021-02-01,Urology,South East,4719,3911,109,21.5,82.9
2021-02-01,Urology,South West,2376,1543,419,29.9,64.9
2021-02-01,Urology,East of England,6537,5050,606,39.1,77.3
2021-02-01,Gynaecology,London,6775,5130,1454,38.9,75.7
2021-02-01,Gynaecology,Midlands,6138,4214,1553,43.6,68.7
2021-02-01,Gynaecology,North West,8998,5548,384,42.6,61.7
2021-02-01,Gynaecology,North East,3250,2622,655,44.9,80.7
2021-02-01,Gynaecology,South East,8035,4510,249,16.4,56.1
2021-02-01,Gynaecology,South West,3893,3550,910,38.6,91.2
2021-02-01,Gynaecology,East of England,3418,2728,436,32.6,79.8
2021-02-01,ENT,London,8496,5868,501,41.9,69.1
2021-02-01,ENT,Midlands,3511,3108,77,41.8,88.5
2021-02-01,ENT,North West,7722,4279,1508,49.2,55.4
2021-02-01,ENT,North East,7534,5540,1476,32.0,73.5
2021-02-01,ENT,South East,5734,4065,549,29.9,70.9
2021-02-01,ENT,South West,3238,1995,711,32.7,61.6
2021-02-01,ENT,East of England,6413,4065,1536,42.8,63.4
2021-02-01,Gastroenterology,London,2251,1758,220,43.1,78.1
2021-02-01,Gastroenterology,Midlands,8762,5048,848,47.8,57.6
2021-02-01,Gastroenterology,North West,8094,6945,1993,11.3,85.8
2021-02-01,Gastroenterology,North East,1641,914,191,18.4,55.7
2021-02-01,Gastroenterology,South East,1690,1317,172,39.8,77.9
2021-02-01,Gastroenterology,South West,3036,2550,273,27.9,84.0
2021-02-01,Gastroenterology,East of England,1472,1178,53,18.9,80.0
2021-02-01,Dermatology,London,2251,2055,485,39.8,91.3
2021-02-01,Dermatology,Midlands,4228,3547,912,34.6,83.9
2021-02-01,Dermatology,North West,6409,5694,133,28.6,88.8
2021-02-01,Dermatology,North East,1801,1110,472,15.3,61.6
2021-02-01,Dermatology,South East,3853,2911,253,33.9,75.6
2021-02-01,Dermatology,South West,8283,6148,303,34.8,74.2
2021-02-01,Dermatology,East of England,1812,1419,283,38.1,78.3
2021-03-01,Orthopaedics,London,1715,1326,64,13.8,77.3
2021-03-01,Orthopaedics,Midlands,6120,3574,1034,35.5,58.4
2021-03-01,Orthopaedics,North West,5785,4366,1039,38.7,75.5
2021-03-01,Orthopaedics,North East,4575,3470,601,37.4,75.8
2021-03-01,Orthopaedics,South East,8991,5775,166,17.7,64.2
2021-03-01,Orthopaedics,South West,6195,3650,353,48.2,58.9
2021-03-01,Orthopaedics,East of England,6829,5987,471,34.1,87.7
2021-03-01,Cardiology,London,2536,1745,77,35.6,68.8
2021-03-01,Cardiology,Midlands,3403,3050,526,48.0,89.6
2021-03-01,Cardiology,North West,7723,6321,1340,40.1,81.8
